Date,Close_NVDA,Dividends_NVDA,High_NVDA,Low_NVDA,Open_NVDA,Stock Splits_NVDA,Volume_NVDA,Close_QQQ,Close_SOXX,Close_SPY,High_QQQ,High_SOXX,High_SPY,Low_QQQ,Low_SOXX,Low_SPY,Open_QQQ,Open_SOXX,Open_SPY,Volume_QQQ,Volume_SOXX,Volume_SPY,VIXCLS,DGS10
2015-01-02,0.48301148414611816,0.0,0.48661070068408296,0.4753331936701973,0.48301148414611816,0.0,113680000,94.78443145751953,27.5590763092041,170.58956909179688,95.94460107222321,27.86195607014244,171.79366278013038,94.32404468265293,27.300738689056068,169.5515660300858,95.53946548730298,27.704577803937543,171.37846155544597,31314600,663000,121465900,17.79,2.12
2015-01-05,0.4748532474040985,0.0,0.48445110928096163,0.47269374635917893,0.4830114228484823,0.0,197952000,93.39405822753906,27.039424896240234,167.5088348388672,94.48057125996067,27.493744463195274,169.70939694100863,93.12703306428055,27.03051646954206,167.20158989240133,94.37007590880198,27.443265644050488,169.54331893402545,36521300,619500,169632600,19.92,2.04
2015-01-06,0.4604564309120178,0.0,0.4760529077254794,0.45997654503851654,0.4755730218519781,0.0,197764000,92.14180755615234,26.436634063720703,165.93101501464844,93.68870737913487,27.083965542332507,168.3391769260789,91.72746227452713,26.359429968721283,165.13382312888098,93.5321775638493,27.05724026370568,167.8160193550773,66205500,1123800,209151400,21.12,1.97
2015-01-07,0.45925670862197876,0.0,0.46789476888611964,0.4578170223766901,0.46381566739240015,0.0,321808000,93.32958984375,26.69794273376465,167.99874877929688,93.55057348674633,26.816718922772772,168.33921688794462,92.52851447859116,26.430696733273532,166.81127913768793,92.74950514653085,26.588074971320715,167.2596909686122,37577400,721200,125346700,19.31,1.96
2015-01-08,0.47653281688690186,0.0,0.4794121894762137,0.46429556919371645,0.46453552644409135,0.0,283780000,95.11592102050781,27.49077033996582,170.97987365722656,95.30007294085011,27.53531076498266,171.19578642164635,94.02019812711839,26.96815351125007,169.39381447525952,94.1214837907903,26.96815351125007,169.41041340257112,40212600,633000,147217800,17.01,2.03
2015-01-09,0.4784524440765381,0.0,0.4820516602269072,0.4717339549355157,0.47821251540238013,0.0,209540000,94.48979949951172,27.505617141723633,169.6097412109375,95.43819528528113,27.615484882692193,171.41171344037704,93.93732966027696,27.176012219709655,168.99523868858634,95.41057319830855,27.600638074356798,171.39510183951919,41410100,420900,158567300,17.55,1.98
2015-01-12,0.4724537432193756,0.0,0.47989207472539636,0.46813471294503445,0.47965211747534536,0.0,190732000,93.50455474853516,26.977066040039062,168.28106689453125,94.77521969050746,27.38684514878769,169.90036195764486,93.26515166383504,26.846413087315394,167.67487659816504,94.67393404024759,27.38684514878769,169.74258345029023,34129800,572400,144396100,19.6,1.92
2015-01-13,0.4717339277267456,0.0,0.4856507911582065,0.46837469765188877,0.47605295825427457,0.0,236720000,93.47693634033203,26.71278953552246,167.80780029296875,95.41056659391465,27.505620758829643,170.63116476055004,92.7219022405805,26.576194803014122,166.50406180754823,94.41612938206279,27.17304575177024,169.50181643932927,56162300,520800,214553300,20.56,1.91
2015-01-14,0.47365352511405945,0.0,0.47509321156741763,0.4654953781551627,0.46669510733169456,0.0,155260000,92.9613037109375,26.561351776123047,166.79464721679688,93.44010992668221,26.825627738557678,166.99394837900314,92.14181575220215,26.28816568788631,164.8930310606249,92.53774868928346,26.454452354910384,165.7898546132115,51354200,1241700,192991100,21.48,1.86
2015-01-15,0.4702942967414856,0.0,0.47989213019211185,0.47005433946369996,0.477012785877684,0.0,188932000,91.75505828857422,26.350526809692383,165.26675415039062,93.5413536656941,26.914714222534613,167.74965019284087,91.64456296655895,26.329741610455827,165.15049827553617,93.39403359461635,26.76921273055201,167.43410577305877,51005400,663000,176613900,22.39,1.77
2015-01-16,0.47893238067626953,0.0,0.4794122666504731,0.4681347889357815,0.46957447546219355,0.0,181512000,92.83238983154297,26.63855743408203,167.43406677246094,92.95208786509639,26.674189443832162,167.59184528107048,91.48806127992903,26.14563578892581,164.87642545047697,91.63538139622979,26.258473601500608,165.0591150213999,35362200,876900,211879600,20.95,1.83
2015-01-20,0.48037204146385193,0.0,0.4849309722764145,0.4743733669944176,0.4822915852578152,0.0,140308000,93.56902313232422,26.914709091186523,167.79119873046875,93.80841922922333,27.012700081281455,168.3392676553915,92.3443924618613,26.57025900317145,166.22173784251143,93.39407388655934,26.775147710543962,168.0735326599349,30964100,395400,130991100,19.89,1.82
2015-01-21,0.4870903491973877,0.0,0.488290106598067,0.4743732182296113,0.47773247602317365,0.0,144780000,94.04781341552734,27.220561981201172,168.63816833496094,94.48978782732955,27.33933818031812,169.1198033829129,92.9613003041646,26.74842552776832,166.86110720607405,93.29277935678,26.86423338385033,167.32613065349287,40128800,433500,122942700,18.85,1.87
2015-01-22,0.49548864364624023,0.0,0.4969283301213147,0.48301143713906197,0.4880502825942222,0.0,159712000,95.7880859375,27.383878707885742,171.14598083496094,95.88937160549166,27.40763394778726,171.27883562097546,93.58743737830982,26.69200670858819,168.01535948680703,94.41613510508444,27.196806830827068,169.39383084307977,40887200,1371300,174356000,16.4,1.9
2015-01-23,0.4969281852245331,0.0,0.49788795685886095,0.49188928403104015,0.4959683563826214,0.0,120416000,95.99984741210938,27.312610626220703,170.2075958251953,96.29449465214019,27.437325200141323,171.14595467394776,95.50262887738032,27.178987625718804,170.07472838855253,95.77885671337802,27.262130108629673,170.8885192638513,34783000,564600,117516800,16.66,1.81
2015-01-26,0.4947689175605774,0.0,0.49716837651798096,0.49164961519519135,0.4947689175605774,0.0,133240000,95.88935089111328,27.363094329833984,170.6062469482422,96.06430010256857,27.425451624054865,170.69759175998647,95.40134206436356,27.051306159620733,169.27761011580108,95.88935089111328,27.25322485527799,169.9917570064542,19960900,353700,92009700,15.52,1.83
2015-01-27,0.471014142036438,0.0,0.48757042197364747,0.4700543415248867,0.48709050741597176,0.0,357948000,93.40328979492188,26.876113891601562,168.35580444335938,94.43455188070492,27.12851313743513,169.50175125691902,93.09022307249053,26.709827189713994,167.5254019579997,94.37930770466542,27.012706964357886,168.54679346712993,45253200,1060800,134044600,17.22,1.83
2015-01-28,0.463335782289505,0.0,0.47869233071777273,0.46309582504695557,0.4767727585887648,0.0,272728000,92.92446899414062,26.748422622680664,166.19679260253906,95.0054192740175,27.464049781803364,169.64295867138682,92.90605661332091,26.730605769970975,166.00580353315837,94.9041336171466,27.247282604791753,169.54331440404724,43591700,945900,168514300,20.44,1.73
2015-01-29,0.4746132791042328,0.0,0.47725266587165627,0.46141623085192734,0.4635757603203251,0.0,235340000,93.81761169433594,26.76624298095703,167.73301696777344,93.99256090795463,26.84938547264373,167.9904397329673,92.04051855187267,26.267382933510394,164.98437386186288,92.85079670584071,26.659343549806916,166.39606834482106,46539700,658200,173585400,18.76,1.77
2015-01-30,0.4606965482234955,0.0,0.4767729460982849,0.45997673342034356,0.47125418478334274,0.0,298200000,93.0902099609375,26.24066162109375,165.62374877929688,94.45295798585569,26.816725862072754,167.88244422051073,92.96130221837099,26.202059562065728,165.35802661200174,93.73475569871513,26.463367245501562,166.55380804216608,42927600,1456200,197729700,20.97,1.68
2015-02-02,0.47077417373657227,0.0,0.47269374611093684,0.4544578514601728,0.4635757987855548,0.0,259604000,93.90046691894531,26.308948516845703,167.6748809814453,93.98333314635018,26.39209269243084,167.76622576856815,91.84713931006125,25.759609746084468,164.30344866371829,93.30196285178589,26.28816332250367,166.1220322712945,43624700,927300,163107000,19.43,1.68
2015-02-03,0.48253151774406433,0.0,0.48301143230014815,0.47173395510057875,0.4741334134657978,0.0,183468000,94.8028335571289,26.775146484375,170.0996856689453,94.86728741762307,26.787023252813686,170.10799780532918,93.6242446652676,26.383184241053776,168.1980690651613,94.24116119070376,26.421786287142265,168.57174774518685,30750400,631200,124212900,17.33,1.79
2015-02-04,0.4837312698364258,0.0,0.48925002973222764,0.479652167780529,0.48109188282803333,0.0,181516000,94.7199935913086,26.876113891601562,169.4519500732422,95.34611999189798,27.06615583661592,170.54808757140913,94.20435553938765,26.694980375148376,168.9952261156726,94.41613658257863,26.70388880370955,169.33569421776428,34073200,1008000,134306700,18.33,1.81
2015-02-05,0.4916495978832245,0.0,0.4918895266082322,0.4837313778818476,0.4842112353318631,0.0,140448000,95.53946685791016,27.137420654296875,171.16261291503906,95.60392072631835,27.149299125015713,171.31209200079672,94.71997894888682,26.84047927563337,170.04157679108897,94.95937501729165,26.98598077206265,170.11630999849754,23605500,699000,97953200,16.85,1.83
2015-02-06,0.48949000239372253,0.0,0.49692836395214346,0.48733047253409023,0.49116961765979067,0.0,210524000,94.9593734741211,26.98895263671875,170.68930053710938,95.9169788070129,27.401700212436182,172.09268331670975,94.61869175733337,26.920655248469377,170.16614271085942,95.68678542001807,27.176024545522015,171.5280028156724,34169300,1006200,125672000,17.29,1.95
2015-02-09,0.48900994658470154,0.0,0.4904495753660345,0.4834911884322513,0.48661048900570497,0.0,273944000,94.65550994873047,26.70389175415039,169.92532348632812,95.10668695546208,26.95035094210111,170.76402572548312,94.42531659479381,26.63559436067173,169.5184215660371,94.59105609062595,26.95035094210111,170.04157936770545,22604700,1523400,87219000,18.55,1.96
